source,uid,category,bucket,download_ok,name,ok_load,watertight,body_count,orig_extents_mm,min_width_raw_mm,suggested_scale,min_width_scaled_mm,max_extent_scaled_mm,thin_axis_scaled_mm,verdict,reason,error,local_path
objaverse,fcde6bb3008542fb86a4e916c53a73b8,thermos_bottle,tall_narrow,True,thermos_bottle/fcde6bb3,True,False,54,"[1000.0, 2723.9, 1000.0]",987.69,0.0404,39.9,110.0,40.4,accept,"min-width 39.9mm, max-extent 110.0mm, thin-axis 40.4mm at scale 0.040",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-090/fcde6bb3008542fb86a4e916c53a73b8.glb
objaverse,f472d9e2badf47d39815c2b4b59ce05e,thermos_bottle,tall_narrow,True,thermos_bottle/f472d9e2,True,False,32,"[5894.1, 15018.0, 32424.8]",5894.1,0.0034,20.0,110.0,20.1,accept,"min-width 20.0mm, max-extent 110.0mm, thin-axis 20.1mm at scale 0.003",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-123/f472d9e2badf47d39815c2b4b59ce05e.glb
objaverse,790ee621be764ca88d4708a89dd14016,timer,unknown,True,timer/790ee621,True,False,30,"[400.0, 400.0, 38.5]",38.51,0.4674,18.0,187.0,19.3,reject,height/thin-axis 19.3mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-010/790ee621be764ca88d4708a89dd14016.glb
objaverse,89cee4a742ef47df9769b8bc947e0d61,timer,unknown,True,timer/89cee4a7,True,False,246,"[135.4, 119.1, 54.3]",54.35,0.736,40.0,99.7,41.8,accept,"min-width 40.0mm, max-extent 99.7mm, thin-axis 41.8mm at scale 0.736",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-142/89cee4a742ef47df9769b8bc947e0d61.glb
objaverse,9bdb162179ec49409dfc415df086df7b,tobacco_pipe,unknown,True,tobacco_pipe/9bdb1621,True,False,4190,"[1840.9, 1849.9, 1015.0]",982.95,0.0407,40.0,75.3,45.9,accept,"min-width 40.0mm, max-extent 75.3mm, thin-axis 45.9mm at scale 0.041",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-033/9bdb162179ec49409dfc415df086df7b.glb
objaverse,89aba26d17ec46bfb2d63803a38bacf7,tobacco_pipe,unknown,True,tobacco_pipe/89aba26d,True,False,10,"[53640.1, 17755.3, 52477.7]",14915.81,0.0021,30.6,110.0,30.8,accept,"min-width 30.6mm, max-extent 110.0mm, thin-axis 30.8mm at scale 0.002",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-049/89aba26d17ec46bfb2d63803a38bacf7.glb
objaverse,7920adf74cb94d239e3294f562dcb082,toothpick,unknown,True,toothpick/7920adf7,True,False,42,,,,,,,reject,,split() returned no usable parts,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-034/7920adf74cb94d239e3294f562dcb082.glb
objaverse,c73362dc8dbb4b0a860dbcd0370b47b0,toothpick,unknown,True,toothpick/c73362dc,True,False,80,"[26277.8, 60031.1, 88486.9]",7429.22,0.0012,9.2,110.0,9.2,reject,height/thin-axis 9.2mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-084/c73362dc8dbb4b0a860dbcd0370b47b0.glb
objaverse,052aaef6c5c34c5bac94607bcc12d2f9,trampoline,unknown,True,trampoline/052aaef6,True,False,13,"[299999.7, 53232.2, 299999.7]",53232.24,0.0004,19.5,110.0,19.5,reject,height/thin-axis 19.5mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-000/052aaef6c5c34c5bac94607bcc12d2f9.glb
objaverse,207a8a10d98e4607a7fb1812ee132b4a,trampoline,unknown,True,trampoline/207a8a10,True,False,26,"[31798.8, 838.6, 31816.3]",824.13,0.0215,17.7,682.9,18.0,reject,height/thin-axis 18.0mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-135/207a8a10d98e4607a7fb1812ee132b4a.glb
objaverse,846040f430834ba5bec8bd493a49df02,truffle_(chocolate),unknown,True,truffle_(chocolate)/846040f4,True,False,89,"[33212.3, 15000.0, 33527.4]",15000.0,0.0027,40.0,89.4,40.8,accept,"min-width 40.0mm, max-extent 89.4mm, thin-axis 40.8mm at scale 0.003",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-067/846040f430834ba5bec8bd493a49df02.glb
objaverse,750ac13000e445bc8f658434c65a6d9a,truffle_(chocolate),unknown,True,truffle_(chocolate)/750ac130,True,False,25,"[2.9, 0.8, 1.0]",0.76,37.8477,28.8,110.0,31.5,accept,"min-width 28.8mm, max-extent 110.0mm, thin-axis 31.5mm at scale 37.848",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-010/750ac13000e445bc8f658434c65a6d9a.glb
objaverse,d26cd27742be43ec9c3934c6900504e7,urn,unknown,True,urn/d26cd277,True,False,5800,,,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-010/d26cd27742be43ec9c3934c6900504e7.glb
objaverse,49d1113fc0dd4664b4517b07ab6b9f28,urn,unknown,True,urn/49d1113f,True,False,7,"[67070.1, 105256.1, 67070.1]",65423.65,0.0006,40.0,64.4,40.6,accept,"min-width 40.0mm, max-extent 64.4mm, thin-axis 40.6mm at scale 0.001",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-117/49d1113fc0dd4664b4517b07ab6b9f28.glb
objaverse,371011a1dbd34742bc0fa6ef72f335b6,visor,unknown,True,visor/371011a1,True,False,32,"[101857.5, 27920.8, 100108.1]",27920.78,0.0011,30.2,110.0,30.4,accept,"min-width 30.2mm, max-extent 110.0mm, thin-axis 30.4mm at scale 0.001",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-074/371011a1dbd34742bc0fa6ef72f335b6.glb
objaverse,85eb61fbe7144faf89117594ca3a5844,visor,unknown,True,visor/85eb61fb,True,False,33,"[218.1, 243.1, 138.3]",136.68,0.2926,40.0,71.1,42.8,accept,"min-width 40.0mm, max-extent 71.1mm, thin-axis 42.8mm at scale 0.293",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-120/85eb61fbe7144faf89117594ca3a5844.glb
objaverse,ce0ae0d11fe645bd946ec0fdf3c5679d,walking_stick,elongated_rope_stick,True,walking_stick/ce0ae0d1,True,False,29,"[770.2, 10613.2, 6747.7]",322.03,0.0234,7.5,248.0,7.7,reject,height/thin-axis 7.7mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-105/ce0ae0d11fe645bd946ec0fdf3c5679d.glb
objaverse,7ac89985b3da4324b756e4ac8d411fed,walking_stick,elongated_rope_stick,True,walking_stick/7ac89985,True,False,38043,,,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-128/7ac89985b3da4324b756e4ac8d411fed.glb
objaverse,7fa9d5093e424caea027e4c68d6a60c3,water_gun,unknown,True,water_gun/7fa9d509,True,False,578,"[6040.9, 4596.0, 1885.9]",1885.9,0.0182,34.3,110.0,35.3,accept,"min-width 34.3mm, max-extent 110.0mm, thin-axis 35.3mm at scale 0.018",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-151/7fa9d5093e424caea027e4c68d6a60c3.glb
objaverse,ae9a1ea9c62340aa8da6cc14e2380f8f,water_gun,unknown,True,water_gun/ae9a1ea9,True,False,126,"[6811.7, 3786.2, 1877.6]",1877.62,0.0161,30.3,110.0,30.5,accept,"min-width 30.3mm, max-extent 110.0mm, thin-axis 30.5mm at scale 0.016",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-142/ae9a1ea9c62340aa8da6cc14e2380f8f.glb
objaverse,c5e23e5c8f4547e885cc0db9a92221a0,webcam,unknown,True,webcam/c5e23e5c,True,False,6394,,,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-069/c5e23e5c8f4547e885cc0db9a92221a0.glb
objaverse,7aa3640350c84c61a9e0600ae7b5fee3,webcam,unknown,True,webcam/7aa36403,True,False,575,"[65000.2, 42000.7, 30052.2]",30052.18,0.0013,40.0,86.5,41.7,accept,"min-width 40.0mm, max-extent 86.5mm, thin-axis 41.7mm at scale 0.001",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-159/7aa3640350c84c61a9e0600ae7b5fee3.glb
objaverse,eaa08a9b86d745558ef18a0186766d44,window_box_(for_plants),unknown,True,window_box_(for_plants)/eaa08a9b,True,False,56843,,,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-064/eaa08a9b86d745558ef18a0186766d44.glb
objaverse,7483c5fa79b443d183dd7718baa009ae,window_box_(for_plants),unknown,True,window_box_(for_plants)/7483c5fa,True,False,636,"[490.4, 500.0, 989.8]",487.63,0.082,40.0,81.2,49.1,accept,"min-width 40.0mm, max-extent 81.2mm, thin-axis 49.1mm at scale 0.082",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-063/7483c5fa79b443d183dd7718baa009ae.glb
objaverse,10aa014dafc34bb297ed72b2e171ad73,wooden_spoon,elongated_rope_stick,True,wooden_spoon/10aa014d,True,False,117,"[294467.0, 65103.1, 90149.0]",32772.56,0.0004,12.2,110.0,13.7,reject,height/thin-axis 13.7mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-150/10aa014dafc34bb297ed72b2e171ad73.glb
objaverse,4904e3a3992443079ecb0ec0805d0ecb,wooden_spoon,elongated_rope_stick,True,wooden_spoon/4904e3a3,True,False,491,"[12925.3, 3720.1, 1981.3]",1979.6,0.0091,18.0,117.4,18.0,reject,height/thin-axis 18.0mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-081/4904e3a3992443079ecb0ec0805d0ecb.glb
objaverse,4df0a66583774d7ebc46ebe9719018d0,Dixie_cup,unknown,True,Dixie_cup/4df0a665,True,False,5,"[2690.0, 3945.0, 2684.7]",2684.69,0.0149,40.0,58.8,40.0,accept,"min-width 40.0mm, max-extent 58.8mm, thin-axis 40.0mm at scale 0.015",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-126/4df0a66583774d7ebc46ebe9719018d0.glb
objaverse,1ae882312dc2430785ee4ac48bef35c0,Dixie_cup,unknown,True,Dixie_cup/1ae88231,True,False,11,"[138.1, 189.1, 134.6]",134.64,0.2971,40.0,56.2,40.5,accept,"min-width 40.0mm, max-extent 56.2mm, thin-axis 40.5mm at scale 0.297",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-021/1ae882312dc2430785ee4ac48bef35c0.glb
objaverse,76b4b96296a9449798163ec9ed455604,alarm_clock,unknown,True,,,,,,,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-077/76b4b96296a9449798163ec9ed455604.glb
objaverse,badd03bfce2b413f9b2adac9dd12e4ad,alarm_clock,unknown,True,alarm_clock/badd03bf,True,False,170,"[9984.3, 3562.5, 10353.3]",3526.97,0.0106,37.5,110.0,50.9,accept,"min-width 37.5mm, max-extent 110.0mm, thin-axis 50.9mm at scale 0.011",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-157/badd03bfce2b413f9b2adac9dd12e4ad.glb
objaverse,b82595bea32a46a18574cfd3e1fffd3c,apple,compact_blobby,True,apple/b82595be,True,False,1238,,,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-099/b82595bea32a46a18574cfd3e1fffd3c.glb
objaverse,73a0b42692ea483a8bd9a18097753bad,apple,compact_blobby,True,apple/73a0b426,True,False,2,"[1586.1, 1744.5, 1659.3]",1580.73,0.0253,40.0,44.1,40.1,accept,"min-width 40.0mm, max-extent 44.1mm, thin-axis 40.1mm at scale 0.025",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-093/73a0b42692ea483a8bd9a18097753bad.glb
objaverse,e959f4481edf4ed68f5b6067e821cc08,asparagus,elongated_rope_stick,True,asparagus/e959f448,True,False,173,"[3273.5, 11311.5, 3582.7]",3238.53,0.0097,31.5,110.0,32.1,accept,"min-width 31.5mm, max-extent 110.0mm, thin-axis 32.1mm at scale 0.010",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-056/e959f4481edf4ed68f5b6067e821cc08.glb
objaverse,383a63f94bd3496a9a821da234fab8c3,backpack,unknown,True,backpack/383a63f9,True,False,250,"[598.2, 766.5, 464.0]",,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-013/383a63f94bd3496a9a821da234fab8c3.glb
objaverse,0b5f059d4ad346a79e7360f5904cf7cd,backpack,unknown,True,backpack/0b5f059d,True,False,253,"[7215.2, 8257.3, 27979.4]",6316.06,0.0039,24.8,110.0,29.5,accept,"min-width 24.8mm, max-extent 110.0mm, thin-axis 29.5mm at scale 0.004",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-132/0b5f059d4ad346a79e7360f5904cf7cd.glb
objaverse,120fd69494994dcaa23c95e499ebd6e5,balloon,unknown,True,balloon/120fd694,True,False,461,"[1491429.2, 1692963.5, 1516304.2]",1440289.49,0.0,40.0,47.0,41.4,accept,"min-width 40.0mm, max-extent 47.0mm, thin-axis 41.4mm at scale 0.000",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-016/120fd69494994dcaa23c95e499ebd6e5.glb
objaverse,b882fd37f09840bb9168479ca5fad5e2,balloon,unknown,True,balloon/b882fd37,True,False,172,"[5365.5, 6500.9, 5365.5]",5286.2,0.0076,40.0,49.2,40.6,accept,"min-width 40.0mm, max-extent 49.2mm, thin-axis 40.6mm at scale 0.008",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-004/b882fd37f09840bb9168479ca5fad5e2.glb
objaverse,9f416e875a4c4b03a496c61e8c36ad99,banner,unknown,True,banner/9f416e87,True,False,7,,,,,,,reject,,split() returned no usable parts,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-093/9f416e875a4c4b03a496c61e8c36ad99.glb
objaverse,2440d24c883c46a4a6c21e3cb1b6f323,banner,unknown,True,banner/2440d24c,True,False,73,"[317.1, 616.9, 221.1]",211.99,0.1783,37.8,110.0,37.8,accept,"min-width 37.8mm, max-extent 110.0mm, thin-axis 37.8mm at scale 0.178",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-097/2440d24c883c46a4a6c21e3cb1b6f323.glb
objaverse,d0bc56c99ce3427db7e925d5b0964256,baseball_bat,unknown,True,baseball_bat/d0bc56c9,True,False,5,"[27310.2, 375882.7, 27310.2]",27176.09,0.0007,17.9,247.7,17.9,reject,height/thin-axis 17.9mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-126/d0bc56c99ce3427db7e925d5b0964256.glb
objaverse,0d408468ddb94f06917ef88f7690ea61,baseball_bat,unknown,True,baseball_bat/0d408468,True,False,16,"[725.5, 8360.3, 725.5]",700.74,0.0248,17.4,207.4,17.7,reject,height/thin-axis 17.7mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-044/0d408468ddb94f06917ef88f7690ea61.glb
objaverse,abe586e876ca461ab26c9876466d8fb7,bath_mat,unknown,True,bath_mat/abe586e8,True,False,1772,,,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-135/abe586e876ca461ab26c9876466d8fb7.glb
objaverse,e782565e1f2349c39bd2e565f440fa17,bath_mat,unknown,True,bath_mat/e782565e,True,False,4,"[374.0, 264.2, 132.0]",6.91,0.2941,2.0,110.0,2.1,reject,height/thin-axis 2.1mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-151/e782565e1f2349c39bd2e565f440fa17.glb
objaverse,28e1b9e9950446f9abaea86f1975be3d,beeper,unknown,True,beeper/28e1b9e9,True,False,391,"[54673.9, 463632.9, 238492.1]",51602.57,0.0003,17.0,152.6,24.8,accept,"min-width 17.0mm, max-extent 152.6mm, thin-axis 24.8mm at scale 0.000",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-065/28e1b9e9950446f9abaea86f1975be3d.glb
objaverse,e3ce5ff8d950442992c6f728c7807cd6,beeper,unknown,True,beeper/e3ce5ff8,True,False,254,"[21603.1, 14618.1, 10859.6]",10502.41,0.0038,40.0,82.3,42.0,accept,"min-width 40.0mm, max-extent 82.3mm, thin-axis 42.0mm at scale 0.004",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-000/e3ce5ff8d950442992c6f728c7807cd6.glb
objaverse,6f1ac304029143b79f038536d79480e6,belt_buckle,unknown,True,belt_buckle/6f1ac304,True,False,13,"[30555.6, 22103.3, 28126.4]",22004.5,0.0018,40.0,55.5,42.2,accept,"min-width 40.0mm, max-extent 55.5mm, thin-axis 42.2mm at scale 0.002",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-059/6f1ac304029143b79f038536d79480e6.glb
objaverse,aacf30223071418eac0484c95c24d46f,belt_buckle,unknown,True,belt_buckle/aacf3022,True,True,4,"[1991.0, 523.3, 2056.3]",510.36,0.0535,27.3,110.0,28.2,accept,"min-width 27.3mm, max-extent 110.0mm, thin-axis 28.2mm at scale 0.053",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-128/aacf30223071418eac0484c95c24d46f.glb
objaverse,b420bfbdb5ca4fdfaaa2432cd4e76f97,blanket,unknown,True,blanket/b420bfbd,True,False,71,"[15621.0, 25794.1, 4081.4]",3767.64,0.0044,16.6,113.8,16.7,reject,height/thin-axis 16.7mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-136/b420bfbdb5ca4fdfaaa2432cd4e76f97.glb
objaverse,a8805d4ce9aa4d239e5455243555f09c,blanket,unknown,True,blanket/a8805d4c,True,False,855,,,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-017/a8805d4ce9aa4d239e5455243555f09c.glb
objaverse,c64fd63f94e54e4b865d62b6721893e5,boiled_egg,unknown,True,boiled_egg/c64fd63f,True,False,33,"[224.2, 261.0, 241.6]",222.36,0.1799,40.0,46.9,40.4,accept,"min-width 40.0mm, max-extent 46.9mm, thin-axis 40.4mm at scale 0.180",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-082/c64fd63f94e54e4b865d62b6721893e5.glb
objaverse,6e1a6841c5e44dd18554a20cac28c927,boiled_egg,unknown,True,boiled_egg/6e1a6841,True,False,13,"[17559.4, 10312.8, 17546.5]",10202.67,0.0039,40.0,68.8,40.2,accept,"min-width 40.0mm, max-extent 68.8mm, thin-axis 40.2mm at scale 0.004",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-037/6e1a6841c5e44dd18554a20cac28c927.glb
objaverse,9c30e12f40ba4866bd2569af38095b50,boom_microphone,unknown,True,boom_microphone/9c30e12f,True,False,3956,"[303.9, 2321.1, 3254.3]",140.76,0.0592,8.3,192.7,8.7,reject,height/thin-axis 8.7mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-030/9c30e12f40ba4866bd2569af38095b50.glb
objaverse,28fb9c2f1dae4da0ac59b5af02d420cf,boom_microphone,unknown,True,boom_microphone/28fb9c2f,True,False,15909,,,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-041/28fb9c2f1dae4da0ac59b5af02d420cf.glb
objaverse,5957b94cfae743919311ffd6981174ce,box,unknown,True,box/5957b94c,True,False,32903,,,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-090/5957b94cfae743919311ffd6981174ce.glb
objaverse,eab8a05a7edd4784825cb4c1eaa16aca,box,unknown,True,box/eab8a05a,True,False,59,"[0.0, 15000.0, 28000.0]",0.0,,,,,reject,,degenerate min-width (flat/zero-volume mesh),/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-039/eab8a05a7edd4784825cb4c1eaa16aca.glb
objaverse,10f03147643849b99acc31551af6c09d,briefcase,unknown,True,briefcase/10f03147,True,False,88,"[503.4, 367.7, 128.9]",128.9,0.2185,28.2,110.0,28.2,accept,"min-width 28.2mm, max-extent 110.0mm, thin-axis 28.2mm at scale 0.219",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-157/10f03147643849b99acc31551af6c09d.glb
objaverse,354c05cae07c42cd8ecf2b00373cc77b,briefcase,unknown,True,briefcase/354c05ca,True,False,36930,,,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-064/354c05cae07c42cd8ecf2b00373cc77b.glb
objaverse,684d6463e09e43ea9049e63b628b1721,bubble_gum,unknown,True,bubble_gum/684d6463,True,False,430,"[27652.1, 49219.7, 27982.8]",27404.35,0.0015,40.0,71.8,40.4,accept,"min-width 40.0mm, max-extent 71.8mm, thin-axis 40.4mm at scale 0.001",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-068/684d6463e09e43ea9049e63b628b1721.glb
objaverse,74e3e366a63a480a85bc7606cd34583f,bubble_gum,unknown,True,bubble_gum/74e3e366,True,False,6870,,,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-081/74e3e366a63a480a85bc7606cd34583f.glb
objaverse,985466172dd34d4ca3a9b555a09ef1e2,burrito,unknown,True,burrito/98546617,True,False,8236,,,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-060/985466172dd34d4ca3a9b555a09ef1e2.glb
objaverse,41196597e7d14b5f8210e075873f3529,burrito,unknown,True,burrito/41196597,True,False,2296,"[23493.9, 6252.6, 11769.4]",5397.9,0.0047,25.3,110.0,30.4,accept,"min-width 25.3mm, max-extent 110.0mm, thin-axis 30.4mm at scale 0.005",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-079/41196597e7d14b5f8210e075873f3529.glb
objaverse,bd1e4a2c1d884ea59b16181ccab37573,calculator,small_tools_office,True,calculator/bd1e4a2c,True,False,11729,,,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-148/bd1e4a2c1d884ea59b16181ccab37573.glb
objaverse,2bbbfdb7e7f54b64a70c860f7356aa52,calculator,small_tools_office,True,calculator/2bbbfdb7,True,False,1118,"[98651.0, 15798.0, 200000.0]",10429.65,0.0011,11.9,227.9,13.1,reject,height/thin-axis 13.1mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-158/2bbbfdb7e7f54b64a70c860f7356aa52.glb
objaverse,e8b334b1651249c29a54d67afb6f13b6,can_opener,complex_concave,True,can_opener/e8b334b1,True,False,181,"[27525.5, 108790.6, 48129.1]",2995.93,0.001,3.0,110.0,3.0,reject,height/thin-axis 3.0mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-049/e8b334b1651249c29a54d67afb6f13b6.glb
objaverse,4e0cd828f3b94c21b61a7de473533315,cantaloup,unknown,True,cantaloup/4e0cd828,True,False,10,"[4906.0, 5700.1, 4033.8]",3270.2,0.0122,40.0,69.7,48.7,accept,"min-width 40.0mm, max-extent 69.7mm, thin-axis 48.7mm at scale 0.012",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-107/4e0cd828f3b94c21b61a7de473533315.glb
objaverse,3539250ac5ea40ff8135efd41a070136,cantaloup,unknown,True,cantaloup/3539250a,True,False,3319,,,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-075/3539250ac5ea40ff8135efd41a070136.glb
objaverse,5d937ee7606c43268fc58752764ae83c,carrot,elongated_rope_stick,True,carrot/5d937ee7,True,False,42,"[24686.2, 37110.7, 17137.1]",8310.89,0.003,24.6,110.0,26.2,accept,"min-width 24.6mm, max-extent 110.0mm, thin-axis 26.2mm at scale 0.003",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-113/5d937ee7606c43268fc58752764ae83c.glb
objaverse,ce75423677124680bd307a4311575980,carrot,elongated_rope_stick,True,carrot/ce754236,True,False,142,"[5403.2, 8767.0, 4203.0]",3593.88,0.0111,40.0,97.6,47.6,accept,"min-width 40.0mm, max-extent 97.6mm, thin-axis 47.6mm at scale 0.011",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-135/ce75423677124680bd307a4311575980.glb
